,TYPE,MainBranch,Country,ConvertedCompYearly,Employment
7976,Manager,I am a developer by profession,Russian Federation,166248.0,"Employed, full-time"
7977,Educator,I am a developer by profession,United States of America,1020000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
7978,Developer FE,I am a developer by profession,Indonesia,14748.0,"Employed, full-time"
7980,Data,I am a developer by profession,India,38688.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
7981,Testing/Apps/mobile,I am a developer by profession,Kazakhstan,25572.0,"Employed, full-time;Employed, part-time"
7982,Developer FS,I am a developer by profession,Switzerland,111176.0,"Employed, full-time"
7984,Manager,I am a developer by profession,Thailand,108000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time"
7989,Developer BE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,143232.0,"Employed, full-time"
7990,Manager,I am a developer by profession,Greece,20902.0,"Employed, full-time"
7992,Developer FS,I am a developer by profession,Belgium,91906.0,"Employed, full-time"
7993,Manager,I am a developer by profession,Italy,28152.0,"Employed, full-time"
7995,Developer BE,I am a developer by profession,India,8744.0,"Employed, full-time"
7996,Developer FS,I am a developer by profession,Malaysia,54696.0,"Employed, full-time"
7998,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,46487.0,"Employed, full-time"
7999,Developer FS,I am a developer by profession,Spain,66119.0,"Employed, full-time"
8000,Developer FS,I am a developer by profession,Czech Republic,550284.0,"Employed, full-time"
8001,Educator,"I am not primarily a developer, but I write code sometimes as part of my work",Switzerland,113761.0,"Employed, full-time"
8004,Testing/Apps/mobile,I am a developer by profession,Czech Republic,31176.0,"Employed, full-time"
8013,Manager,I am a developer by profession,Russian Federation,103908.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
8015,Developer FS,I am a developer by profession,Pakistan,17455.0,"Employed, full-time"
8019,Developer FS,I am a developer by profession,Germany,90647.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
8020,Developer FS,I am a developer by profession,India,32243.0,"Employed, full-time"
8021,Data,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,100511.0,"Employed, full-time"
8022,Developer FS,I am a developer by profession,Norway,67409.0,"Employed, full-time"
8024,Other (please specify):,I am a developer by profession,Switzerland,98248.0,"Employed, full-time"
8025,Developer FS,I am a developer by profession,France,37325.0,"Employed, full-time"
8026,Manager,I am a developer by profession,Finland,63984.0,"Employed, full-time"
8031,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,140000.0,"Employed, full-time"
8034,Testing/Apps/mobile,I am a developer by profession,Ireland,79983.0,"Employed, full-time"
8035,Developer FS,I am a developer by profession,Australia,194621.0,"Independent contractor, freelancer, or self-employed"
8036,Developer FS,I am a developer by profession,Netherlands,47990.0,"Employed, full-time"
8037,Developer FS,I am a developer by profession,Germany,40308.0,"Employed, full-time"
8038,Testing/Apps/mobile,I am a developer by profession,India,3864.0,"Employed, full-time"
8040,Data,I am a developer by profession,Denmark,108408.0,"Employed, full-time"
8042,Developer FS,I am a developer by profession,Portugal,53322.0,"Employed, full-time"
8044,Developer BE,I am a developer by profession,Poland,69375.0,"Employed, full-time"
8045,Developer BE,I am a developer by profession,Switzerland,130309.0,"Employed, full-time"
8047,Manager,I am a developer by profession,Australia,212313.0,"Employed, full-time"
8051,Researching,I am a developer by profession,Germany,64104.0,"Employed, full-time"
8053,Data,I am a developer by profession,Albania,26700.0,"Employed, full-time"
8057,Manager,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,71614.0,"Independent contractor, freelancer, or self-employed"
8058,Educator,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,51420.0,"Employed, full-time"
8061,Developer FS,I am a developer by profession,Philippines,46031.0,"Employed, full-time"
8062,Data,I am a developer by profession,Israel,155443.0,"Employed, full-time"
8065,Manager,I am a developer by profession,Ireland,149301.0,"Independent contractor, freelancer, or self-employed"
8069,Other (please specify):,"I am not primarily a developer, but I write code sometimes as part of my work",Israel,62200.0,"Employed, full-time"
8070,Manager,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
8073,Educator,I am a developer by profession,Portugal,38688.0,"Employed, full-time"
8074,Developer FS,I am a developer by profession,France,36259.0,"Employed, full-time"
8075,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,62820.0,"Employed, full-time"
8077,Developer FS,I am a developer by profession,Israel,139896.0,"Employed, full-time"
8079,Developer FS,I am a developer by profession,Sweden,44496.0,"Employed, full-time"
8080,Developer FS,I am a developer by profession,Germany,68340.0,"Employed, full-time"
8083,Developer FS,I am a developer by profession,France,19836.0,"Employed, full-time"
8084,Developer BE,I am a developer by profession,Norway,134817.0,"Employed, full-time"
8086,Developer FS,I am a developer by profession,Germany,98112.0,"Employed, full-time"
8088,Educator,I am a developer by profession,France,47990.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
8092,Manager,I am a developer by profession,India,15480.0,"Independent contractor, freelancer, or self-employed"
8093,Developer FS,I am a developer by profession,Austria,85315.0,"Independent contractor, freelancer, or self-employed"
8095,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,119357.0,"Employed, full-time"
8096,Testing/Apps/mobile,I am a developer by profession,Russian Federation,54000.0,"Independent contractor, freelancer, or self-employed;Employed, part-time"
8097,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",Romania,42650.0,"Independent contractor, freelancer, or self-employed"
8098,Developer FE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,527688.0,"Employed, full-time"
8099,Developer FS,I am a developer by profession,Belgium,47352.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
8100,Manager,I am a developer by profession,Serbia,115000.0,"Employed, full-time"
8101,Developer FS,I am a developer by profession,Germany,74651.0,"Employed, full-time"
8102,Developer FS,I am a developer by profession,Sweden,54852.0,"Employed, full-time"
8105,Other (please specify):,I am a developer by profession,Germany,55455.0,"Employed, full-time"
8106,Developer FS,I am a developer by profession,India,15480.0,"Employed, full-time"
8108,Data,I am a developer by profession,Italy,35832.0,"Employed, full-time"
8109,Developer FS,I am a developer by profession,Lebanon,8400.0,"Employed, full-time"
8112,Developer FS,I am a developer by profession,"Iran, Islamic Republic of...",36876.0,"Employed, full-time"
8114,Manager,I am a developer by profession,India,1860.0,"Employed, full-time"
8116,Developer BE,I am a developer by profession,India,5268.0,"Employed, full-time"
8117,Developer BE,I am a developer by profession,Indonesia,25392.0,"Employed, full-time"
8118,Admin,I am a developer by profession,Ireland,54388.0,"Employed, full-time"
8119,Developer BE,I am a developer by profession,India,15480.0,"Employed, full-time"
8121,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,73813.0,"Employed, full-time"
8125,Data,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,500000.0,"Employed, full-time"
8126,Developer FS,I am a developer by profession,Canada,210827.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
8127,DevOps,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,95486.0,"Employed, full-time"
8129,Developer BE,I am a developer by profession,France,44790.0,"Employed, full-time"
8131,Data,I am a developer by profession,Lithuania,89580.0,"Employed, full-time"
8132,Developer FS,I am a developer by profession,Turkey,7512.0,"Employed, full-time"
8134,Game Dev,I am a developer by profession,Czech Republic,25980.0,"Employed, full-time"
8135,Developer FS,I am a developer by profession,Romania,6399.0,"Independent contractor, freelancer, or self-employed"
8136,Developer FE,I am a developer by profession,Germany,106644.0,"Independent contractor, freelancer, or self-employed"
8137,Developer FS,I am a developer by profession,Germany,40956.0,"Employed, full-time"
8138,Testing/Apps/mobile,I am a developer by profession,Georgia,12480.0,"Employed, full-time"
8139,Developer FS,I am a developer by profession,Republic of Moldova,57588.0,"Employed, full-time"
8143,Developer BE,I am a developer by profession,Lithuania,31992.0,"Employed, full-time"
8145,Developer FS,I am a developer by profession,Poland,83184.0,"Independent contractor, freelancer, or self-employed"
8147,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",Malaysia,38740.0,"Employed, full-time"
8148,Manager,I am a developer by profession,Luxembourg,123707.0,"Employed, full-time"
8149,Manager,I am a developer by profession,South Africa,15168.0,"Employed, full-time"
8151,Developer FE,I am a developer by profession,Hungary,33480.0,"Employed, full-time"
8152,Developer BE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,376918.0,"Employed, full-time"
8153,Testing/Apps/mobile,"I am not primarily a developer, but I write code sometimes as part of my work",Poland,50875.0,"Employed, full-time"
8154,Developer FS,I am a developer by profession,South Africa,22000.0,"Employed, full-time"
8155,Developer FS,I am a developer by profession,Portugal,140000.0,"Employed, full-time"
8156,Manager,I am a developer by profession,Italy,502932.0,"Employed, full-time"
8157,Developer BE,I am a developer by profession,Sweden,134088.0,"Independent contractor, freelancer, or self-employed"
8159,Data,I am a developer by profession,Russian Federation,20784.0,"Employed, full-time"
8161,Testing/Apps/mobile,I am a developer by profession,Finland,159966.0,"Employed, full-time"
8163,Developer BE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,43974.0,"Employed, full-time"
8165,Developer BE,I am a developer by profession,Russian Federation,58446.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
8167,Data,I am a developer by profession,Canada,70276.0,"Employed, full-time"
8168,Game Dev,I am a developer by profession,Germany,64146.0,"Employed, full-time"
8170,Developer FS,I am a developer by profession,Germany,85315.0,"Employed, full-time"
8171,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,2261508.0,"Employed, full-time"
